pH,moisture,humidity,temperature,crop
5.68,0.79,0.43,0.03,blackberry
5.63,0.85,0.46,0.03,blackberry
5.49,0.88,0.5,0.05,blackberry
5.35,0.87,0.42,0.01,blackberry
5.29,0.9,0.49,0.03,blackberry
5.22,0.82,0.4,0.0,blackberry
5.71,0.77,0.5,0.06,blackberry
5.38,0.89,0.42,0.07,blackberry
5.09,0.83,0.46,0.01,blackberry
5.71,0.82,0.45,0.01,blackberry
5.06,0.86,0.59,0.02,blackberry
5.07,0.81,0.41,0.02,blackberry
5.63,0.76,0.56,0.0,blackberry
5.84,0.85,0.53,0.01,blackberry
5.95,0.8,0.59,0.09,blackberry
5.37,0.86,0.4,0.1,blackberry
5.48,0.84,0.45,0.08,blackberry
5.5,0.9,0.58,0.07,blackberry
5.0,0.87,0.45,0.1,blackberry
5.71,0.86,0.56,0.05,blackberry
5.13,0.85,0.54,0.07,blackberry
5.29,0.79,0.55,0.08,blackberry
5.68,0.76,0.5,0.09,blackberry
5.13,0.87,0.54,0.09,blackberry
5.49,0.88,0.57,0.08,blackberry
5.83,0.78,0.49,0.05,blackberry
5.36,0.81,0.45,0.01,blackberry
5.39,0.88,0.58,0.06,blackberry
5.6,0.76,0.59,0.02,blackberry
5.46,0.78,0.42,0.1,blackberry
5.9,0.79,0.46,0.05,blackberry
5.08,0.85,0.43,0.06,blackberry
5.17,0.83,0.49,0.07,blackberry
5.98,0.83,0.47,0.08,blackberry
5.55,0.82,0.42,0.03,blackberry
5.88,0.79,0.6,0.07,blackberry
5.27,0.85,0.4,0.07,blackberry
5.41,0.89,0.58,0.0,blackberry
5.73,0.82,0.6,0.01,blackberry
5.39,0.78,0.42,0.06,blackberry
5.61,0.83,0.47,0.05,blackberry
5.35,0.75,0.41,0.0,blackberry
5.45,0.85,0.44,0.09,blackberry
5.03,0.84,0.54,0.01,blackberry
5.19,0.84,0.6,0.01,blackberry
5.75,0.8,0.47,0.01,blackberry
5.91,0.8,0.41,0.05,blackberry
5.81,0.75,0.4,0.03,blackberry
5.57,0.83,0.59,0.04,blackberry
5.44,0.77,0.57,0.09,blackberry
5.32,0.84,0.51,0.03,blackberry
5.68,0.89,0.47,0.01,blackberry
5.25,0.86,0.41,0.09,blackberry
5.62,0.85,0.43,0.03,blackberry
5.72,0.79,0.5,0.02,blackberry
5.99,0.78,0.43,0.04,blackberry
5.29,0.81,0.54,0.08,blackberry
5.95,0.81,0.44,0.04,blackberry
5.73,0.89,0.59,0.01,blackberry
5.01,0.87,0.52,0.09,blackberry
5.99,0.79,0.45,0.02,blackberry
5.62,0.77,0.49,0.01,blackberry
5.66,0.82,0.58,0.1,blackberry
5.43,0.77,0.41,0.05,blackberry
5.91,0.86,0.52,0.07,blackberry
5.21,0.84,0.45,0.04,blackberry
5.48,0.85,0.59,0.07,blackberry
5.98,0.8,0.51,0.09,blackberry
5.28,0.76,0.56,0.1,blackberry
5.99,0.86,0.5,0.03,blackberry
5.07,0.81,0.53,0.06,blackberry
5.74,0.88,0.57,0.09,blackberry
5.62,0.78,0.52,0.07,blackberry
5.79,0.76,0.43,0.02,blackberry
5.18,0.86,0.54,0.1,blackberry
5.82,0.89,0.43,0.09,blackberry
5.93,0.79,0.51,0.08,blackberry
5.46,0.88,0.52,0.08,blackberry
5.48,0.86,0.43,0.09,blackberry
5.55,0.77,0.46,0.07,blackberry
5.3,0.82,0.43,0.08,blackberry
5.2,0.85,0.41,0.0,blackberry
5.77,0.8,0.56,0.03,blackberry
5.36,0.85,0.6,0.08,blackberry
5.62,0.88,0.52,0.02,blackberry
5.17,0.9,0.53,0.05,blackberry
5.57,0.76,0.54,0.09,blackberry
5.55,0.86,0.47,0.08,blackberry
5.32,0.89,0.49,0.07,blackberry
5.11,0.9,0.58,0.06,blackberry
5.05,0.88,0.46,0.09,blackberry
5.15,0.85,0.46,0.02,blackberry
5.25,0.79,0.57,0.02,blackberry
5.61,0.86,0.46,0.0,blackberry
5.92,0.83,0.57,0.07,blackberry
5.89,0.81,0.54,0.06,blackberry
5.05,0.8,0.41,0.06,blackberry
5.1,0.79,0.49,0.06,blackberry
5.62,0.75,0.59,0.01,blackberry
5.73,0.8,0.57,0.05,blackberry
5.55,0.76,0.59,0.03,blackberry
5.08,0.83,0.58,0.02,blackberry
5.24,0.76,0.55,0.06,blackberry
5.75,0.79,0.5,0.01,blackberry
5.12,0.82,0.44,0.05,blackberry
5.25,0.88,0.48,0.1,blackberry
5.57,0.88,0.45,0.04,blackberry
5.7,0.81,0.56,0.05,blackberry
5.17,0.83,0.47,0.04,blackberry
5.68,0.82,0.41,0.08,blackberry
5.06,0.75,0.46,0.05,blackberry
5.53,0.88,0.58,0.08,blackberry
5.52,0.86,0.56,0.04,blackberry
5.87,0.86,0.57,0.04,blackberry
5.76,0.88,0.44,0.09,blackberry
5.68,0.78,0.42,0.08,blackberry
5.74,0.89,0.5,0.02,blackberry
5.51,0.85,0.55,0.01,blackberry
5.18,0.83,0.44,0.02,blackberry
5.6,0.82,0.54,0.03,blackberry
5.62,0.89,0.55,0.02,blackberry
5.24,0.81,0.44,0.05,blackberry
5.22,0.89,0.58,0.04,blackberry
5.81,0.81,0.51,0.03,blackberry
5.85,0.87,0.47,0.05,blackberry
5.54,0.85,0.57,0.09,blackberry
5.72,0.78,0.45,0.05,blackberry
5.2,0.84,0.47,0.03,blackberry
5.62,0.84,0.57,0.03,blackberry
5.49,0.8,0.58,0.04,blackberry
5.48,0.86,0.54,0.03,blackberry
5.95,0.89,0.51,0.04,blackberry
5.33,0.88,0.56,0.02,blackberry
5.06,0.83,0.52,0.02,blackberry
5.2,0.85,0.5,0.09,blackberry
5.97,0.83,0.57,0.01,blackberry
5.23,0.81,0.53,0.07,blackberry
5.54,0.89,0.53,0.01,blackberry
5.01,0.81,0.42,0.03,blackberry
5.8,0.8,0.58,0.04,blackberry
5.23,0.8,0.6,0.04,blackberry
5.11,0.83,0.55,0.0,blackberry
5.96,0.88,0.5,0.07,blackberry
5.73,0.8,0.41,0.07,blackberry
5.8,0.83,0.41,0.1,blackberry
5.26,0.84,0.43,0.04,blackberry
5.18,0.86,0.42,0.09,blackberry
5.01,0.76,0.5,0.04,blackberry
5.97,0.76,0.56,0.03,blackberry
5.96,0.78,0.58,0.06,blackberry
5.92,0.87,0.57,0.02,blackberry
5.73,0.87,0.58,0.06,blackberry
5.29,0.77,0.59,0.04,blackberry
5.21,0.77,0.47,0.08,blackberry
5.35,0.83,0.54,0.09,blackberry
5.48,0.76,0.56,0.05,blackberry
5.56,0.86,0.44,0.06,blackberry
5.51,0.77,0.57,0.09,blackberry
5.88,0.77,0.48,0.08,blackberry
5.82,0.76,0.44,0.04,blackberry
5.53,0.82,0.58,0.02,blackberry
5.32,0.88,0.51,0.06,blackberry
5.38,0.87,0.42,0.07,blackberry
5.2,0.77,0.55,0.06,blackberry
5.87,0.84,0.4,0.08,blackberry
5.58,0.86,0.4,0.06,blackberry
5.52,0.76,0.52,0.01,blackberry
5.83,0.84,0.53,0.09,blackberry
5.91,0.83,0.44,0.05,blackberry
5.04,0.89,0.56,0.09,blackberry
5.58,0.86,0.43,0.06,blackberry
5.38,0.84,0.42,0.06,blackberry
5.35,0.76,0.57,0.09,blackberry
5.51,0.9,0.49,0.02,blackberry
5.53,0.78,0.47,0.08,blackberry
5.74,0.79,0.43,0.02,blackberry
5.82,0.87,0.54,0.01,blackberry
6.0,0.78,0.53,0.07,blackberry
5.83,0.76,0.47,0.08,blackberry
5.05,0.8,0.42,0.08,blackberry
5.93,0.82,0.48,0.03,blackberry
5.7,0.84,0.54,0.06,blackberry
5.6,0.79,0.49,0.1,blackberry
5.99,0.89,0.48,0.04,blackberry
5.5,0.89,0.43,0.06,blackberry
5.47,0.85,0.48,0.1,blackberry
5.82,0.83,0.47,0.01,blackberry
5.16,0.85,0.43,0.01,blackberry
5.77,0.82,0.56,0.06,blackberry
5.92,0.88,0.45,0.03,blackberry
5.6,0.75,0.47,0.02,blackberry
5.62,0.86,0.58,0.06,blackberry
5.57,0.77,0.47,0.07,blackberry
5.51,0.88,0.51,0.08,blackberry
5.26,0.84,0.51,0.04,blackberry
5.4,0.87,0.59,0.07,blackberry
5.55,0.83,0.42,0.04,blackberry
5.32,0.8,0.41,0.04,blackberry
5.79,0.88,0.42,0.02,blackberry
5.96,0.82,0.5,0.07,blackberry
5.98,0.84,0.46,0.02,blackberry
5.05,0.78,0.57,0.09,blackberry
5.6,0.84,0.43,0.06,blackberry
5.11,0.84,0.44,0.01,blackberry
5.09,0.85,0.52,0.06,blackberry
5.2,0.89,0.46,0.02,blackberry
5.53,0.8,0.54,0.09,blackberry
5.84,0.89,0.53,0.07,blackberry
5.77,0.86,0.44,0.0,blackberry
5.75,0.85,0.58,0.01,blackberry
5.93,0.82,0.58,0.02,blackberry
5.11,0.82,0.45,0.01,blackberry
5.49,0.78,0.45,0.01,blackberry
5.82,0.82,0.53,0.08,blackberry
5.59,0.9,0.56,0.1,blackberry
5.68,0.83,0.55,0.01,blackberry
5.61,0.89,0.41,0.02,blackberry
5.99,0.87,0.43,0.04,blackberry
5.0,0.8,0.42,0.07,blackberry
5.33,0.82,0.44,0.06,blackberry
5.77,0.87,0.41,0.1,blackberry
5.31,0.81,0.42,0.03,blackberry
5.75,0.9,0.53,0.07,blackberry
5.8,0.78,0.6,0.06,blackberry
5.06,0.81,0.57,0.0,blackberry
5.79,0.81,0.57,0.02,blackberry
5.3,0.88,0.46,0.04,blackberry
5.38,0.86,0.5,0.06,blackberry
5.78,0.87,0.44,0.0,blackberry
5.93,0.86,0.46,0.08,blackberry
5.52,0.83,0.58,0.06,blackberry
5.65,0.84,0.58,0.01,blackberry
5.9,0.88,0.54,0.08,blackberry
5.83,0.82,0.42,0.08,blackberry
5.77,0.83,0.45,0.05,blackberry
5.38,0.88,0.43,0.07,blackberry
5.46,0.82,0.41,0.06,blackberry
5.76,0.84,0.47,0.05,blackberry
5.15,0.8,0.41,0.03,blackberry
5.87,0.85,0.59,0.02,blackberry
5.83,0.78,0.45,0.08,blackberry
5.15,0.89,0.43,0.06,blackberry
5.86,0.89,0.43,0.08,blackberry
5.58,0.76,0.54,0.01,blackberry
6.0,0.76,0.6,0.09,blackberry
5.08,0.81,0.56,0.07,blackberry
5.04,0.77,0.53,0.04,blackberry
5.85,0.77,0.43,0.0,blackberry
5.43,0.78,0.5,0.0,blackberry
5.56,0.78,0.41,0.08,blackberry
5.14,0.85,0.5,0.09,blackberry
5.36,0.77,0.59,0.03,blackberry
5.95,0.8,0.49,0.06,blackberry
5.83,0.85,0.46,0.03,blackberry
5.54,0.76,0.57,0.02,blackberry
5.12,0.82,0.48,0.01,blackberry
5.16,0.88,0.59,0.1,blackberry
5.24,0.79,0.5,0.09,blackberry
5.89,0.89,0.47,0.04,blackberry
5.03,0.79,0.41,0.01,blackberry
5.36,0.79,0.46,0.02,blackberry
5.3,0.76,0.54,0.01,blackberry
5.73,0.78,0.58,0.01,blackberry
5.33,0.87,0.51,0.09,blackberry
5.96,0.88,0.51,0.04,blackberry
5.47,0.8,0.52,0.0,blackberry
5.55,0.88,0.47,0.08,blackberry
5.57,0.8,0.57,0.09,blackberry
5.08,0.9,0.5,0.01,blackberry
5.14,0.8,0.4,0.1,blackberry
5.1,0.79,0.44,0.02,blackberry
5.03,0.86,0.53,0.0,blackberry
5.27,0.86,0.56,0.09,blackberry
5.0,0.89,0.52,0.02,blackberry
5.56,0.88,0.46,0.01,blackberry
5.02,0.75,0.41,0.04,blackberry
5.09,0.88,0.59,0.07,blackberry
5.3,0.87,0.55,0.04,blackberry
5.45,0.89,0.47,0.02,blackberry
5.83,0.75,0.58,0.07,blackberry
5.97,0.88,0.53,0.03,blackberry
5.73,0.88,0.42,0.02,blackberry
5.16,0.88,0.5,0.06,blackberry
5.95,0.85,0.57,0.1,blackberry
5.71,0.83,0.45,0.01,blackberry
5.82,0.82,0.54,0.06,blackberry
5.27,0.81,0.59,0.05,blackberry
5.31,0.85,0.56,0.02,blackberry
5.27,0.86,0.45,0.09,blackberry
5.01,0.86,0.54,0.07,blackberry
5.37,0.78,0.45,0.06,blackberry
5.08,0.8,0.43,0.04,blackberry
5.73,0.82,0.43,0.03,blackberry
5.74,0.85,0.41,0.03,blackberry
5.73,0.79,0.58,0.0,blackberry
5.31,0.87,0.41,0.03,blackberry
5.63,0.77,0.48,0.02,blackberry
5.66,0.82,0.5,0.07,blackberry
5.81,0.84,0.49,0.02,blackberry
5.65,0.88,0.42,0.01,blackberry
5.05,0.82,0.44,0.1,blackberry
5.18,0.88,0.53,0.05,blackberry
5.09,0.8,0.45,0.02,blackberry
5.95,0.82,0.44,0.08,blackberry
5.38,0.85,0.44,0.05,blackberry
5.21,0.83,0.43,0.09,blackberry
5.32,0.77,0.44,0.03,blackberry
5.37,0.75,0.48,0.06,blackberry
5.35,0.81,0.43,0.04,blackberry
5.59,0.88,0.54,0.02,blackberry
5.33,0.77,0.41,0.0,blackberry
5.64,0.8,0.57,0.09,blackberry
5.65,0.89,0.56,0.02,blackberry
5.13,0.76,0.52,0.07,blackberry
5.17,0.87,0.45,0.02,blackberry
5.66,0.85,0.45,0.04,blackberry
5.03,0.84,0.45,0.06,blackberry
5.93,0.78,0.55,0.03,blackberry
5.02,0.84,0.5,0.03,blackberry
5.44,0.89,0.44,0.02,blackberry
5.61,0.8,0.5,0.04,blackberry
5.58,0.8,0.55,0.04,blackberry
5.36,0.89,0.58,0.05,blackberry
5.38,0.87,0.42,0.02,blackberry
5.69,0.79,0.47,0.07,blackberry
5.42,0.85,0.4,0.07,blackberry
5.11,0.78,0.51,0.01,blackberry
5.83,0.78,0.5,0.08,blackberry
5.49,0.82,0.42,0.08,blackberry
5.22,0.82,0.56,0.01,blackberry
5.08,0.83,0.56,0.07,blackberry
5.41,0.9,0.52,0.05,blackberry
5.89,0.85,0.56,0.0,blackberry
5.55,0.79,0.57,0.02,blackberry
5.83,0.78,0.58,0.07,blackberry
5.56,0.86,0.51,0.01,blackberry
5.39,0.89,0.58,0.09,blackberry
5.93,0.78,0.53,0.02,blackberry
5.68,0.87,0.56,0.05,blackberry
5.6,0.86,0.41,0.04,blackberry
5.89,0.78,0.57,0.06,blackberry
5.55,0.8,0.53,0.09,blackberry
5.79,0.83,0.59,0.08,blackberry
5.55,0.89,0.53,0.04,blackberry
5.43,0.76,0.52,0.03,blackberry
5.69,0.86,0.43,0.05,blackberry
5.07,0.8,0.57,0.03,blackberry
5.14,0.84,0.58,0.06,blackberry
5.54,0.78,0.47,0.07,blackberry
5.01,0.85,0.56,0.04,blackberry
5.42,0.79,0.51,0.03,blackberry
5.38,0.88,0.54,0.05,blackberry
5.6,0.75,0.59,0.05,blackberry
5.9,0.8,0.57,0.08,blackberry
5.52,0.89,0.52,0.1,blackberry
5.43,0.88,0.41,0.04,blackberry
5.92,0.83,0.53,0.0,blackberry
5.65,0.89,0.49,0.04,blackberry
5.24,0.87,0.56,0.01,blackberry
5.17,0.81,0.46,0.03,blackberry
5.37,0.77,0.5,0.0,blackberry
5.8,0.79,0.57,0.06,blackberry
5.86,0.86,0.43,0.01,blackberry
5.21,0.85,0.54,0.02,blackberry
5.04,0.8,0.45,0.06,blackberry
5.84,0.85,0.42,0.03,blackberry
5.63,0.75,0.56,0.02,blackberry
5.84,0.86,0.53,0.08,blackberry
5.03,0.82,0.43,0.01,blackberry
5.11,0.8,0.43,0.09,blackberry
5.37,0.89,0.58,0.03,blackberry
5.89,0.78,0.56,0.02,blackberry
5.64,0.8,0.5,0.04,blackberry
5.81,0.89,0.42,0.05,blackberry
5.58,0.79,0.45,0.05,blackberry
5.23,0.81,0.41,0.09,blackberry
5.97,0.85,0.46,0.02,blackberry
5.67,0.86,0.57,0.05,blackberry
5.82,0.86,0.58,0.09,blackberry
5.93,0.86,0.4,0.0,blackberry
5.23,0.83,0.44,0.0,blackberry
5.04,0.77,0.57,0.09,blackberry
5.71,0.85,0.45,0.06,blackberry
5.74,0.77,0.5,0.02,blackberry
5.12,0.86,0.44,0.02,blackberry
5.55,0.78,0.48,0.06,blackberry
5.15,0.89,0.49,0.1,blackberry
5.87,0.82,0.55,0.01,blackberry
5.7,0.87,0.58,0.04,blackberry
5.51,0.83,0.5,0.04,blackberry
5.48,0.77,0.47,0.09,blackberry
5.24,0.89,0.55,0.03,blackberry
5.15,0.82,0.47,0.01,blackberry
5.71,0.75,0.49,0.05,blackberry
5.61,0.76,0.41,0.01,blackberry
5.24,0.83,0.55,0.08,blackberry
5.5,0.86,0.6,0.06,blackberry
5.29,0.87,0.53,0.05,blackberry
5.44,0.77,0.45,0.0,blackberry
5.31,0.85,0.59,0.08,blackberry
5.3,0.78,0.48,0.04,blackberry
5.77,0.85,0.49,0.1,blackberry
5.02,0.85,0.43,0.05,blackberry
5.59,0.79,0.56,0.09,blackberry
5.56,0.8,0.52,0.04,blackberry
5.3,0.89,0.49,0.04,blackberry
5.11,0.81,0.44,0.02,blackberry
5.07,0.8,0.57,0.03,blackberry
5.47,0.76,0.53,0.02,blackberry
5.91,0.86,0.46,0.02,blackberry
5.05,0.75,0.52,0.05,blackberry
5.86,0.82,0.46,0.02,blackberry
5.68,0.83,0.41,0.09,blackberry
5.17,0.77,0.5,0.08,blackberry
5.98,0.8,0.58,0.08,blackberry
5.81,0.85,0.47,0.05,blackberry
5.38,0.76,0.59,0.07,blackberry
5.55,0.89,0.49,0.1,blackberry
5.61,0.81,0.49,0.09,blackberry
5.05,0.83,0.43,0.09,blackberry
5.33,0.76,0.54,0.1,blackberry
5.0,0.79,0.5,0.03,blackberry
5.13,0.76,0.47,0.03,blackberry
5.33,0.8,0.51,0.02,blackberry
5.66,0.76,0.4,0.0,blackberry
5.16,0.79,0.49,0.02,blackberry
5.35,0.75,0.4,0.06,blackberry
5.59,0.78,0.54,0.03,blackberry
5.41,0.79,0.6,0.01,blackberry
5.76,0.78,0.42,0.07,blackberry
5.17,0.83,0.5,0.01,blackberry
5.81,0.89,0.58,0.09,blackberry
5.64,0.76,0.45,0.08,blackberry
5.75,0.87,0.5,0.01,blackberry
5.26,0.81,0.52,0.08,blackberry
5.03,0.83,0.59,0.0,blackberry
5.96,0.76,0.46,0.08,blackberry
5.59,0.89,0.51,0.09,blackberry
5.31,0.8,0.58,0.02,blackberry
5.14,0.8,0.41,0.05,blackberry
5.58,0.86,0.5,0.06,blackberry
5.89,0.83,0.59,0.02,blackberry
5.14,0.89,0.42,0.01,blackberry
5.21,0.78,0.57,0.03,blackberry
5.2,0.84,0.47,0.09,blackberry
5.6,0.81,0.44,0.06,blackberry
5.49,0.78,0.49,0.02,blackberry
5.78,0.79,0.49,0.06,blackberry
5.88,0.84,0.5,0.09,blackberry
5.41,0.78,0.44,0.07,blackberry
5.06,0.87,0.49,0.08,blackberry
5.27,0.83,0.49,0.02,blackberry
5.06,0.76,0.56,0.07,blackberry
5.02,0.88,0.42,0.03,blackberry
5.95,0.83,0.54,0.1,blackberry
5.62,0.87,0.55,0.06,blackberry
5.27,0.81,0.58,0.07,blackberry
5.03,0.85,0.53,0.07,blackberry
5.27,0.88,0.51,0.01,blackberry
5.25,0.85,0.54,0.04,blackberry
5.07,0.78,0.52,0.09,blackberry
5.87,0.77,0.46,0.1,blackberry
5.61,0.76,0.49,0.1,blackberry
5.95,0.85,0.58,0.07,blackberry
5.9,0.76,0.44,0.08,blackberry
5.15,0.82,0.6,0.05,blackberry
5.55,0.8,0.47,0.03,blackberry
5.81,0.89,0.58,0.01,blackberry
5.61,0.84,0.47,0.01,blackberry
5.67,0.86,0.43,0.01,blackberry
5.11,0.78,0.41,0.08,blackberry
5.75,0.76,0.53,0.05,blackberry
5.26,0.75,0.44,0.05,blackberry
5.25,0.77,0.49,0.03,blackberry
5.24,0.87,0.57,0.02,blackberry
5.49,0.89,0.44,0.07,blackberry
5.53,0.8,0.46,0.07,blackberry
5.61,0.86,0.54,0.02,blackberry
5.35,0.8,0.57,0.05,blackberry
5.08,0.85,0.53,0.01,blackberry
5.66,0.82,0.46,0.04,blackberry
5.58,0.78,0.56,0.09,blackberry
5.54,0.6,0.85,0.22,strawberry
6.67,0.8,0.6,0.22,strawberry
7.48,0.66,0.83,0.22,strawberry
6.64,0.66,0.66,0.24,strawberry
5.77,0.79,0.62,0.23,strawberry
7.49,0.63,0.74,0.24,strawberry
7.48,0.79,0.53,0.25,strawberry
5.78,0.77,0.52,0.21,strawberry
6.99,0.72,0.84,0.23,strawberry
5.0,0.7,0.75,0.23,strawberry
7.25,0.64,0.58,0.22,strawberry
7.07,0.8,0.51,0.25,strawberry
6.52,0.62,0.55,0.22,strawberry
6.63,0.65,0.52,0.23,strawberry
5.55,0.79,0.76,0.23,strawberry
5.86,0.68,0.52,0.21,strawberry
6.66,0.79,0.63,0.23,strawberry
5.24,0.62,0.6,0.22,strawberry
5.15,0.62,0.59,0.23,strawberry
5.83,0.75,0.78,0.25,strawberry
7.23,0.66,0.63,0.22,strawberry
5.72,0.79,0.72,0.2,strawberry
5.04,0.79,0.76,0.22,strawberry
5.49,0.74,0.76,0.22,strawberry
6.84,0.73,0.56,0.2,strawberry
5.0,0.65,0.77,0.22,strawberry
7.07,0.63,0.78,0.25,strawberry
5.68,0.72,0.78,0.24,strawberry
5.24,0.65,0.89,0.21,strawberry
5.13,0.64,0.83,0.22,strawberry
5.03,0.69,0.76,0.24,strawberry
5.93,0.64,0.75,0.22,strawberry
5.72,0.65,0.9,0.25,strawberry
5.09,0.66,0.84,0.22,strawberry
7.06,0.72,0.59,0.22,strawberry
6.57,0.72,0.69,0.25,strawberry
5.86,0.65,0.85,0.22,strawberry
7.31,0.72,0.88,0.2,strawberry
7.02,0.67,0.65,0.24,strawberry
7.14,0.66,0.77,0.24,strawberry
6.93,0.73,0.64,0.22,strawberry
5.97,0.75,0.52,0.25,strawberry
5.76,0.63,0.66,0.2,strawberry
6.18,0.74,0.66,0.24,strawberry
5.29,0.77,0.71,0.23,strawberry
5.69,0.69,0.69,0.24,strawberry
6.59,0.65,0.54,0.2,strawberry
7.23,0.73,0.71,0.23,strawberry
6.92,0.71,0.78,0.24,strawberry
5.1,0.68,0.7,0.2,strawberry
6.62,0.71,0.9,0.2,strawberry
5.48,0.75,0.59,0.21,strawberry
5.15,0.75,0.67,0.23,strawberry
6.16,0.74,0.59,0.21,strawberry
6.1,0.66,0.52,0.22,strawberry
5.39,0.61,0.53,0.22,strawberry
5.21,0.7,0.7,0.23,strawberry
6.07,0.66,0.55,0.24,strawberry
5.67,0.75,0.85,0.21,strawberry
6.29,0.62,0.84,0.24,strawberry
5.95,0.79,0.56,0.2,strawberry
6.92,0.7,0.74,0.2,strawberry
5.51,0.63,0.84,0.22,strawberry
6.36,0.69,0.6,0.24,strawberry
5.57,0.68,0.84,0.21,strawberry
7.04,0.61,0.85,0.22,strawberry
5.06,0.68,0.77,0.22,strawberry
7.02,0.61,0.72,0.22,strawberry
6.57,0.68,0.61,0.23,strawberry
7.38,0.65,0.66,0.21,strawberry
7.34,0.71,0.56,0.25,strawberry
6.54,0.71,0.55,0.23,strawberry
7.04,0.75,0.72,0.22,strawberry
6.65,0.66,0.73,0.25,strawberry
7.04,0.64,0.61,0.25,strawberry
6.86,0.73,0.81,0.23,strawberry
6.0,0.65,0.66,0.22,strawberry
7.46,0.78,0.61,0.23,strawberry
5.5,0.7,0.55,0.21,strawberry
7.3,0.61,0.78,0.22,strawberry
7.45,0.73,0.68,0.2,strawberry
6.34,0.67,0.65,0.21,strawberry
5.78,0.66,0.78,0.2,strawberry
7.25,0.6,0.67,0.22,strawberry
7.38,0.64,0.89,0.24,strawberry
5.7,0.69,0.67,0.21,strawberry
6.05,0.76,0.73,0.21,strawberry
6.3,0.62,0.82,0.2,strawberry
6.51,0.76,0.81,0.24,strawberry
7.2,0.61,0.86,0.23,strawberry
6.37,0.66,0.76,0.21,strawberry
6.97,0.75,0.81,0.23,strawberry
7.42,0.76,0.69,0.21,strawberry
5.52,0.68,0.73,0.23,strawberry
5.83,0.71,0.81,0.24,strawberry
6.23,0.76,0.58,0.22,strawberry
7.01,0.77,0.66,0.22,strawberry
5.79,0.65,0.55,0.21,strawberry
6.58,0.75,0.59,0.24,strawberry
6.28,0.62,0.69,0.24,strawberry
5.17,0.62,0.8,0.23,strawberry
7.22,0.73,0.56,0.24,strawberry
6.38,0.71,0.62,0.21,strawberry
5.62,0.62,0.68,0.23,strawberry
6.64,0.64,0.54,0.24,strawberry
5.03,0.79,0.85,0.24,strawberry
5.35,0.67,0.77,0.23,strawberry
5.9,0.75,0.73,0.24,strawberry
6.73,0.7,0.67,0.25,strawberry
6.4,0.74,0.6,0.2,strawberry
5.53,0.61,0.65,0.21,strawberry
6.55,0.67,0.83,0.21,strawberry
5.78,0.63,0.63,0.22,strawberry
5.83,0.61,0.7,0.21,strawberry
6.37,0.76,0.81,0.23,strawberry
5.64,0.78,0.58,0.23,strawberry
6.69,0.66,0.78,0.22,strawberry
6.37,0.73,0.78,0.24,strawberry
6.9,0.61,0.86,0.25,strawberry
7.5,0.66,0.59,0.24,strawberry
5.44,0.66,0.85,0.25,strawberry
7.48,0.77,0.58,0.22,strawberry
6.78,0.68,0.66,0.24,strawberry
5.15,0.68,0.82,0.22,strawberry
7.4,0.64,0.6,0.21,strawberry
5.62,0.76,0.55,0.24,strawberry
6.56,0.79,0.55,0.21,strawberry
5.44,0.78,0.86,0.2,strawberry
5.41,0.66,0.6,0.21,strawberry
5.58,0.69,0.85,0.24,strawberry
7.4,0.8,0.69,0.23,strawberry
5.88,0.71,0.61,0.23,strawberry
7.46,0.62,0.64,0.21,strawberry
5.94,0.61,0.56,0.25,strawberry
7.44,0.72,0.59,0.25,strawberry
7.05,0.62,0.81,0.2,strawberry
7.42,0.74,0.66,0.24,strawberry
6.41,0.8,0.72,0.21,strawberry
6.3,0.68,0.86,0.24,strawberry
5.64,0.69,0.59,0.24,strawberry
6.3,0.63,0.59,0.24,strawberry
6.68,0.68,0.69,0.23,strawberry
6.34,0.61,0.68,0.21,strawberry
5.46,0.71,0.89,0.2,strawberry
6.82,0.71,0.79,0.21,strawberry
6.2,0.61,0.78,0.24,strawberry
5.73,0.74,0.55,0.22,strawberry
6.65,0.69,0.78,0.21,strawberry
5.25,0.69,0.54,0.2,strawberry
6.65,0.64,0.71,0.23,strawberry
5.09,0.68,0.81,0.22,strawberry
5.35,0.65,0.6,0.22,strawberry
6.22,0.61,0.78,0.21,strawberry
5.52,0.68,0.72,0.23,strawberry
6.6,0.75,0.7,0.21,strawberry
5.05,0.6,0.84,0.24,strawberry
6.4,0.75,0.83,0.2,strawberry
6.49,0.64,0.84,0.24,strawberry
6.92,0.71,0.51,0.24,strawberry
6.98,0.77,0.65,0.24,strawberry
6.28,0.68,0.64,0.24,strawberry
6.64,0.64,0.79,0.22,strawberry
6.45,0.77,0.86,0.2,strawberry
5.61,0.77,0.65,0.22,strawberry
6.98,0.66,0.9,0.2,strawberry
5.08,0.61,0.72,0.25,strawberry
6.24,0.64,0.59,0.2,strawberry
5.05,0.63,0.51,0.22,strawberry
6.74,0.64,0.5,0.23,strawberry
6.41,0.79,0.59,0.24,strawberry
6.85,0.64,0.86,0.22,strawberry
7.07,0.61,0.73,0.23,strawberry
5.35,0.8,0.75,0.24,strawberry
7.0,0.7,0.73,0.21,strawberry
6.06,0.62,0.81,0.22,strawberry
6.62,0.72,0.7,0.24,strawberry
6.54,0.75,0.65,0.21,strawberry
6.8,0.68,0.73,0.22,strawberry
5.11,0.72,0.51,0.23,strawberry
6.49,0.68,0.8,0.24,strawberry
5.56,0.68,0.81,0.23,strawberry
5.64,0.74,0.77,0.24,strawberry
5.17,0.78,0.68,0.23,strawberry
